source,geo_id,metric,parent_id,x,n,share,x_rest,n_rest,share_rest,diff,diff_lo,diff_hi
claude_ai,BE-WAL,success_rate,BE,415.0,560.0,0.7410714285714286,3045.0,4252.0,0.7161335841956726,0.02493784437575597,-0.013791903273542017,0.06366759202505395
claude_ai,BE-WAL,work_share,BE,247.0,560.0,0.44107142857142856,1915.0,4250.0,0.4505882352941176,-0.009516806722689064,-0.053276921999575705,0.03424330855419758
claude_ai,BF,automation_share,GLOBAL,231.0,410.0,0.5634146341463414,441338.0,969100.0,0.455410174388608,0.10800445975773343,0.0599863123555402,0.15602260715992666
claude_ai,BF,coursework_share,GLOBAL,174.0,435.0,0.4,124274.0,999267.0,0.12436515966203227,0.27563484033796776,0.229592228558259,0.3216774521176765
claude_ai,BF,success_rate,GLOBAL,304.0,435.0,0.6988505747126437,699081.0,999565.0,0.6993852325761706,-0.0005346578635269106,-0.04365567630831797,0.04258636058126415
claude_ai,BF,work_share,GLOBAL,141.0,435.0,0.32413793103448274,452202.0,999267.0,0.452533707207383,-0.12839577617290027,-0.1723916838782895,-0.08439986846751105
claude_ai,BG,automation_share,GLOBAL,670.0,1521.0,0.44049967126890205,440899.0,967989.0,0.45547934945541735,-0.0149796781865153,-0.03994904451011805,0.009989688137087453
claude_ai,BG,coursework_share,GLOBAL,136.0,1569.0,0.08667941363926067,124312.0,998133.0,0.1245445246274795,-0.037865110988218834,-0.05180257685417827,-0.02392764512225939
claude_ai,BG,success_rate,GLOBAL,1104.0,1569.0,0.7036328871892925,698281.0,998431.0,0.6993783245912837,0.004254562598008826,-0.018359388155539468,0.02686851335155712
claude_ai,BG,work_share,GLOBAL,769.0,1569.0,0.49012109623964306,451574.0,998133.0,0.45241866564876626,0.0377024305908768,0.012947145155683605,0.06245771602607
claude_ai,BG-22,automation_share,BG,410.0,945.0,0.43386243386243384,260.0,576.0,0.4513888888888889,-0.017526455026455057,-0.06900572658681386,0.03395281653390376
claude_ai,BG-22,coursework_share,BG,77.0,974.0,0.07905544147843943,59.0,595.0,0.09915966386554621,-0.020104222387106782,-0.04949629052900841,0.009287845754794848
